msa,msa_name,fipstate,fipscty,county_name,latitude,longitude
31740,"Manhattan, KS Metro Area",20,61,"Geary County, Kansas",38.9885445,-96.7619968
31820,"Manitowoc, WI Micro Area",55,71,"Manitowoc County, Wisconsin",44.0998341,-87.827992
31860,"Mankato, MN Metro Area",27,13,"Blue Earth County, Minnesota",44.0109722,-94.0560643
31900,"Mansfield, OH Metro Area",39,139,"Richland County, Ohio",40.776322,-82.5302254
31930,"Marietta, OH Micro Area",39,167,"Washington County, Ohio",39.4782641,-81.5488945
31940,"Marinette, WI-MI Micro Area",26,109,"Menominee County, Michigan",45.5785741,-87.562159
31980,"Marion, IN Micro Area",18,53,"Grant County, Indiana",40.5114735,-85.6540606
32000,"Marion, NC Micro Area",37,111,"McDowell County, North Carolina",35.6608869,-82.0482171
32020,"Marion, OH Micro Area",39,101,"Marion County, Ohio",40.5885271,-83.1895249
32060,"Marion-Herrin, IL Micro Area",17,199,"Williamson County, Illinois",37.7231295,-88.9301992060972
32100,"Marquette, MI Micro Area",26,103,"Marquette County, Michigan",46.4481521,-87.6305899
32140,"Marshall, MN Micro Area",27,83,"Lyon County, Minnesota",44.3880733,-95.8287296
32180,"Marshall, MO Micro Area",29,195,"Saline County, Missouri",39.1256186,-93.2300648
32260,"Marshalltown, IA Micro Area",19,127,"Marshall County, Iowa",42.0378125,-92.9915704
32280,"Martin, TN Micro Area",47,183,"Weakley County, Tennessee",36.2902404,-88.7263475
32300,"Martinsville, VA Micro Area",51,89,"Henry County, Virginia",36.6725813,-79.9242922
32340,"Maryville, MO Micro Area",29,147,"Nodaway County, Missouri",40.3483437,-94.8723663
32380,"Mason City, IA Micro Area",19,33,"Cerro Gordo County, Iowa",43.0742443,-93.2548746
32390,"Massena-Ogdensburg, NY Micro Area",36,89,"St. Lawrence County, New York",44.4973591,-75.0657043
32460,"Mayfield, KY Micro Area",21,83,"Graves County, Kentucky",36.7244966,-88.6569094
32540,"McAlester, OK Micro Area",40,121,"Pittsburg County, Oklahoma",34.9327085,-95.7625858
32580,"McAllen-Edinburg-Mission, TX Metro Area",48,215,"Hidalgo County, Texas",26.3530256,-98.216445
32620,"McComb, MS Micro Area",28,113,"Pike County, Mississippi",31.1712493,-90.4093394
32660,"McMinnville, TN Micro Area",47,177,"Warren County, Tennessee",35.6889753,-85.7796626
32700,"McPherson, KS Micro Area",20,113,"McPherson County, Kansas",38.3659015,-97.6575171
32740,"Meadville, PA Micro Area",42,39,"Crawford County, Pennsylvania",41.6951179,-80.1428967
32780,"Medford, OR Metro Area",41,29,"Jackson County, Oregon",42.398015,-122.7540948
32820,"Memphis, TN-MS-AR Metro Area",5,35,"Crittenden County, Arkansas",35.2505701,-90.3192299
32860,"Menomonie, WI Micro Area",55,33,"Dunn County, Wisconsin",44.9333564,-91.8994409
32900,"Merced, CA Metro Area",6,47,"Merced County, California",37.1641544,-120.7678602
32940,"Meridian, MS Micro Area",28,23,"Clarke County, Mississippi",32.0396256,-88.7003965
33020,"Mexico, MO Micro Area",29,7,"Audrain County, Missouri",39.2226625,-91.8467268
33060,"Miami, OK Micro Area",40,115,"Ottawa County, Oklahoma",36.8223646,-94.8186091
33100,"Miami-Fort Lauderdale-West Palm Beach, FL Metro Area",12,11,"Broward County, Florida",26.1598074,-80.4623642
33140,"Michigan City-La Porte, IN Metro Area",18,91,"LaPorte County, Indiana",41.5718945,-86.7490124
33180,"Middlesborough, KY Micro Area",21,13,"Bell County, Kentucky",36.7370344,-83.6491695
33220,"Midland, MI Metro Area",26,111,"Midland County, Michigan",43.634525,-84.3840821
33260,"Midland, TX Metro Area",48,317,"Martin County, Texas",32.2675039,-101.9190317
33300,"Milledgeville, GA Micro Area",13,9,"Baldwin County, Georgia",33.0869398,-83.2633216
33340,"Milwaukee-Waukesha, WI Metro Area",55,79,"Milwaukee County, Wisconsin",43.018032500000004,-87.58075460628575
33380,"Minden, LA Micro Area",22,119,"Webster Parish, Louisiana",32.6358137,-93.3285187
33420,"Mineral Wells, TX Micro Area",48,363,"Palo Pinto County, Texas",32.7215726,-98.2814881
33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",27,3,"Anoka County, Minnesota",45.2710195,-93.2827625
33500,"Minot, ND Metro Area",38,49,"McHenry County, North Dakota",48.1907427,-100.65378
33540,"Missoula, MT Metro Area",30,61,"Mineral County, Montana",47.1330265,-114.9202341
33580,"Mitchell, SD Micro Area",46,35,"Davison County, South Dakota",43.6660467,-98.1383168
33620,"Moberly, MO Micro Area",29,175,"Randolph County, Missouri",39.4418988,-92.5009215
33660,"Mobile, AL Metro Area",1,97,"Mobile County, Alabama",30.6488242,-88.194642
33700,"Modesto, CA Metro Area",6,99,"Stanislaus County, California",37.5500871,-121.0501425
33740,"Monroe, LA Metro Area",22,67,"Morehouse Parish, Louisiana",32.8326959,-91.8374127
33780,"Monroe, MI Metro Area",26,115,"Monroe County, Michigan",41.9153358,-83.5135665
33860,"Montgomery, AL Metro Area",1,1,"Autauga County, Alabama",32.5165255,-86.6319403
33900,"Monticello, IN Micro Area",18,181,"White County, Indiana",40.7422434,-86.8713913
33910,"Monticello, NY Micro Area",36,105,"Sullivan County, New York",41.7156311,-74.7804323
33940,"Montrose, CO Micro Area",8,85,"Montrose County, Colorado",38.4375391,-108.2403855
33980,"Morehead City, NC Micro Area",37,31,"Carteret County, North Carolina",34.8496625,-76.5931208
34020,"Morgan City, LA Micro Area",22,101,"St. Mary Parish, Louisiana",29.692329,-91.442465
34060,"Morgantown, WV Metro Area",54,61,"Monongalia County, West Virginia",39.6391074,-80.0300399
34100,"Morristown, TN Metro Area",47,63,"Hamblen County, Tennessee",36.2068067,-83.267995
34140,"Moscow, ID Micro Area",16,57,"Latah County, Idaho",46.8171611,-116.693441
34180,"Moses Lake, WA Micro Area",53,25,"Grant County, Washington",47.119015,-119.4904332
34220,"Moultrie, GA Micro Area",13,71,"Colquitt County, Georgia",31.1803601,-83.7696152
34260,"Mountain Home, AR Micro Area",5,5,"Baxter County, Arkansas",36.2820691,-92.3445222
34300,"Mountain Home, ID Micro Area",16,39,"Elmore County, Idaho",43.3073766,-115.5411027
34340,"Mount Airy, NC Micro Area",37,171,"Surry County, North Carolina",36.4135582,-80.7013751
34380,"Mount Pleasant, MI Micro Area",26,73,"Isabella County, Michigan",43.6306545,-84.8468516
34420,"Mount Pleasant, TX Micro Area",48,63,"Camp County, Texas",32.9723128,-94.9852858
34460,"Mount Sterling, KY Micro Area",21,11,"Bath County, Kentucky",38.1245248,-83.7249243
34500,"Mount Vernon, IL Micro Area",17,81,"Jefferson County, Illinois",38.3010487,-88.9344303
34540,"Mount Vernon, OH Micro Area",39,83,"Knox County, Ohio",40.4467896,-82.4056302
34580,"Mount Vernon-Anacortes, WA Metro Area",53,57,"Skagit County, Washington",48.4596092,-121.7332784
34620,"Muncie, IN Metro Area",18,35,"Delaware County, Indiana",40.2193275,-85.4040612
34660,"Murray, KY Micro Area",21,35,"Calloway County, Kentucky",36.6257937,-88.271076
34680,"Murrells Inlet, SC Micro Area",45,43,"Georgetown County, South Carolina",33.4392245,-79.3343041
34700,"Muscatine, IA Micro Area",19,139,"Muscatine County, Iowa",41.4776121,-91.1210053
34740,"Muskegon-Norton Shores, MI Metro Area",26,121,"Muskegon County, Michigan",43.2484584,-86.129351
34780,"Muskogee, OK Micro Area",40,101,"Muskogee County, Oklahoma",35.6630196,-95.3927706
34820,"Myrtle Beach-Conway-North Myrtle Beach, SC Metro Area",45,51,"Horry County, South Carolina",33.9204504,-78.9578973
34860,"Nacogdoches, TX Micro Area",48,347,"Nacogdoches County, Texas",31.5970503,-94.5927451
34880,"Nantucket, MA Micro Area",25,19,"Nantucket County, Massachusetts",41.2727997,-70.0951867
34900,"Napa, CA Metro Area",6,55,"Napa County, California",38.4898675,-122.3218414
34940,"Naples-Marco Island, FL Metro Area",12,21,"Collier County, Florida",26.087964,-81.3794941
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",47,15,"Cannon County, Tennessee",35.8044159,-86.0512075
35020,"Natchez, MS-LA Micro Area",22,29,"Concordia Parish, Louisiana",31.3941887,-91.6714379
35060,"Natchitoches, LA Micro Area",22,69,"Natchitoches Parish, Louisiana",31.6464192,-93.1427138
35100,"New Bern, NC Micro Area",37,49,"Craven County, North Carolina",35.0808574,-77.0439978
35140,"Newberry, SC Micro Area",45,71,"Newberry County, South Carolina",34.3266879,-81.5830086
35220,"New Castle, IN Micro Area",18,65,"Henry County, Indiana",39.9297608,-85.4043542
35300,"New Haven, CT Metro Area",9,170,"South Central Connecticut Planning Region, Connecticut",41.3330254,-72.82740274926527
35340,"New Iberia, LA Micro Area",22,45,"Iberia Parish, Louisiana",29.9812242,-91.7451362
35380,"New Orleans-Metairie, LA Metro Area",22,51,"Jefferson Parish, Louisiana",29.8502657,-90.1293894
35420,"New Philadelphia-Dover, OH Micro Area",39,157,"Tuscarawas County, Ohio",40.3759469,-81.464888
35440,"Newport, OR Micro Area",41,41,"Lincoln County, Oregon",44.6201742,-123.9276915
35460,"Newport, TN Micro Area",47,29,"Cocke County, Tennessee",35.9467093,-83.103978
35580,"New Ulm, MN Micro Area",27,15,"Brown County, Minnesota",44.2350232,-94.6955051
35620,"New York-Newark-Jersey City, NY-NJ Metro Area",34,3,"Bergen County, New Jersey",40.9678345,-74.0563254
35660,"Niles, MI Metro Area",26,21,"Berrien County, Michigan",41.9838614,-86.3985714
35700,"Nogales, AZ Micro Area",4,23,"Santa Cruz County, Arizona",31.5094579,-110.847628
35740,"Norfolk, NE Micro Area",31,119,"Madison County, Nebraska",41.9064942,-97.5961512
35820,"North Platte, NE Micro Area",31,111,"Lincoln County, Nebraska",41.0245579,-100.7366742
35840,"North Port-Bradenton-Sarasota, FL Metro Area",12,81,"Manatee County, Florida",27.5213933,-82.3801566
35900,"North Wilkesboro, NC Micro Area",37,193,"Wilkes County, North Carolina",36.1998247,-81.1341351
35940,"Norwalk, OH Micro Area",39,77,"Huron County, Ohio",41.1305303,-82.591828
35980,"Norwich-New London-Willimantic, CT Metro Area",9,180,"Southeastern Connecticut Planning Region, Connecticut",41.4931605,-72.05600419270212
36020,"Oak Harbor, WA Micro Area",53,29,"Island County, Washington",48.2162669,-122.6842402
36100,"Ocala, FL Metro Area",12,83,"Marion County, Florida",29.2182454,-82.0626948
